ID	DOCULECT	VALUE	CONCEPT	POS
1	Ndanda_Nyep	wɛ́	I	NA
2	Ndanda_Shingou	wɛ́	I	NA
3	Ndanda_Ca-a	wɛ́	I	NA
4	Ndanda_Meno	mé	I	NA
5	Ndanda_Lek	mà	I	NA
6	Ndanda_Ngwa	mǎ	I	NA
7	Ndanda_Twefap	mɔ̂	I	NA
8	Ndanda_Denfap	mé	I	NA
9	Ndanda_Zua	̀mà	I	NA
10	Goshimjang	mà	I	NA
11	Ndanda_Nyep	jɔ̌	You (sg)	NA
12	Ndanda_Shingou	hû	You (sg)	NA
13	Ndanda_Ca-a	hû	You (sg)	NA
14	Ndanda_Meno	hû	You (sg)	NA
15	Ndanda_Lek	ù	You (sg)	NA
16	Ndanda_Ngwa	wû	You (sg)	NA
17	Ndanda_Twefap	hû	You (sg)	NA
18	Ndanda_Denfap	hûwɔ́	You (sg)	NA
19	Ndanda_Zua	ù	You (sg)	NA
20	Goshimjang	ù	You (sg)	NA
21	Ndanda_Nyep	jɔ̌	He 	NA
22	Ndanda_Shingou	jɔ̌	He 	NA
23	Ndanda_Ca-a	jɔ̌	He 	NA
24	Ndanda_Meno	jɔ̌	He 	NA
25	Ndanda_Lek	jɔ́	He 	NA
26	Ndanda_Ngwa	ʒǔ	He 	NA
27	Ndanda_Twefap	ʒîp	He 	NA
28	Ndanda_Denfap	ʒɨ̌	He 	NA
29	Ndanda_Zua	jó	He 	NA
30	Goshimjang	jɔ́	He 	NA
31	Ndanda_Nyep	pâpə̀	We 	NA
32	Ndanda_Shingou	pâpə̀	We 	NA
33	Ndanda_Ca-a	pâpə̀	We 	NA
34	Ndanda_Meno	pə̀	We 	NA
35	Ndanda_Lek	pɔ̀	We 	NA
36	Ndanda_Ngwa	pâpə̀	We 	NA
37	Ndanda_Twefap	pɔ̂	We 	NA
38	Ndanda_Denfap	wɔ̌	We 	NA
39	Ndanda_Zua	bɔ̀	We 	NA
40	Goshimjang	bɔ̀	We 	NA
41	Ndanda_Nyep	wɔ̌p 	You (pl)	NA
42	Ndanda_Shingou	wɔ̌p 	You (pl)	NA
43	Ndanda_Ca-a	wɔ̌p 	You (pl)	NA
44	Ndanda_Meno	pǔ	You (pl)	NA
45	Ndanda_Lek	pə̀	You (pl)	NA
46	Ndanda_Ngwa	wǔp	You (pl)	NA
47	Ndanda_Twefap	wǔp	You (pl)	NA
48	Ndanda_Denfap	wɔ̌p 	You (pl)	NA
49	Ndanda_Zua	bú	You (pl)	NA
50	Goshimjang	bʉ́	You (pl)	NA
51	Ndanda_Nyep	wɔ̌p 	They 	NA
52	Ndanda_Shingou	wɔ̌p 	They 	NA
53	Ndanda_Ca-a	wɔ̌p 	They 	NA
54	Ndanda_Meno	pǔ	They 	NA
55	Ndanda_Lek	́pú	They 	NA
56	Ndanda_Ngwa	wǔp	They 	NA
57	Ndanda_Twefap	wǔp	They 	NA
58	Ndanda_Denfap	wɔ̌p 	They 	NA
59	Ndanda_Zua	bú	They 	NA
60	Goshimjang	bú	They 	NA
61	Ndanda_Nyep	jɔ̌ŋgɛ́ 	This 	NA
62	Ndanda_Shingou	jîgə́lɛ̂ 	This 	NA
63	Ndanda_Ca-a	jìgâŋgɛ́	This 	NA
64	Ndanda_Meno	sâ	This 	NA
65	Ndanda_Lek	jìgà 	This 	NA
66	Ndanda_Ngwa	jɔ̌ŋgɔ́lɔ́	This 	NA
67	Ndanda_Twefap	jɔ̌ŋgɛ̀	This 	NA
68	Ndanda_Denfap	jɔ̌	This 	NA
69	Ndanda_Zua	jìŋà	This 	NA
70	Goshimjang	jàŋà 	This 	NA
71	Ndanda_Nyep	jìgà 	That 	NA
72	Ndanda_Shingou	jì	That 	NA
73	Ndanda_Ca-a	jì	That 	NA
74	Ndanda_Meno	jì	That 	NA
75	Ndanda_Lek	jìgì	That 	NA
76	Ndanda_Ngwa	jì	That 	NA
77	Ndanda_Twefap	jɔ̌	That 	NA
78	Ndanda_Denfap	jɔ̌	That 	NA
79	Ndanda_Zua	já 	That 	NA
80	Goshimjang	jìbì	That 	NA
81	Ndanda_Nyep	sɛ̌	Here 	NA
82	Ndanda_Shingou	sɛ̌	Here	NA
83	Ndanda_Ca-a	ʃɛ̌	Here	NA
84	Ndanda_Meno	sâ	Here	NA
85	Ndanda_Lek	síndìʔì	Here	NA
86	Ndanda_Ngwa	ʃɛ̌	Here	NA
87	Ndanda_Twefap	ʃɛ̌	Here	NA
88	Ndanda_Denfap	ʃɛ̌	Here	NA
89	Ndanda_Zua	sílì 	Here	NA
90	Goshimjang	jísì	Here	NA
91	Ndanda_Nyep	sî	There 	NA
92	Ndanda_Shingou	sî	There 	NA
93	Ndanda_Ca-a	ʃî	There 	NA
94	Ndanda_Meno	sî	There 	NA
95	Ndanda_Lek	sàndàʔà 	There 	NA
96	Ndanda_Ngwa	ʃî	There 	NA
97	Ndanda_Twefap	ʃî	There 	NA
98	Ndanda_Denfap	ʃî	There 	NA
99	Ndanda_Zua	sà	There 	NA
100	Goshimjang	sì	There 	NA
101	Ndanda_Nyep	wɔ̌	Who	NA
102	Ndanda_Shingou	wɔ̌	Who	NA
103	Ndanda_Ca-a	wɔ̌	Who	NA
104	Ndanda_Meno	ɛ̌ wɔ̌	Who	NA
105	Ndanda_Lek	wɔ́	Who	NA
106	Ndanda_Ngwa	ɛ̌ wɔ̌	Who	NA
107	Ndanda_Twefap	wɔ̌	Who	NA
108	Ndanda_Denfap	wɔ̌	Who	NA
109	Ndanda_Zua	wɔ́	Who	NA
110	Goshimjang	wɔ́	Who	NA
111	Ndanda_Nyep	kɔ̌	What	NA
112	Ndanda_Shingou	kɔ̌	What	NA
113	Ndanda_Ca-a	kɔ̌	What	NA
114	Ndanda_Meno	ɛ́ kɔ̌	What	NA
115	Ndanda_Lek	kɔ́	What	NA
116	Ndanda_Ngwa	kɔ̌	What	NA
117	Ndanda_Twefap	ŋgé	What	NA
118	Ndanda_Denfap	kɔ̌	What	NA
119	Ndanda_Zua	kɔ́	What	NA
120	Goshimjang	kɔ́	What	NA
121	Ndanda_Nyep	hɛ́ zɨ̌ʔ	Where	NA
122	Ndanda_Shingou	ɛ́ hɨ̂n	Where	NA
123	Ndanda_Ca-a	hɨ̂n	Where	NA
124	Ndanda_Meno	ɛ́ hû	Where	NA
125	Ndanda_Lek	hɔ́	Where	NA
126	Ndanda_Ngwa	hǔmbɔ̌	Where	NA
127	Ndanda_Twefap	hɨ̂n	Where	NA
128	Ndanda_Denfap	hɨ̂n	Where	NA
129	Ndanda_Zua	hə́	Where	NA
130	Goshimjang	hə́	Where	NA
131	Ndanda_Nyep	sɨ̌	When 	NA
132	Ndanda_Shingou	sɨ̌	When	NA
133	Ndanda_Ca-a	sɨ̌ʔ	When	NA
134	Ndanda_Meno	sɨ̌	When	NA
135	Ndanda_Lek	sɨ́	When	NA
136	Ndanda_Ngwa	sě	When	NA
137	Ndanda_Twefap	sɨ̌gɨ̌	When	NA
138	Ndanda_Denfap	tsíp kô	When	NA
139	Ndanda_Zua	sɨ́	When	NA
140	Goshimjang	sɨ́	When	NA
141	Ndanda_Nyep	nděʔé	How 	NA
142	Ndanda_Shingou	̀̀mɨ̂ ndí-ɛ́ 	How	NA
143	Ndanda_Ca-a	ndí-ɛ́ 	How	NA
144	Ndanda_Meno	ndɛ̌ʔɛ̌	How	NA
145	Ndanda_Lek	ndɛ́ʔɛ́	How	NA
146	Ndanda_Ngwa	mébíʔhî	How	NA
147	Ndanda_Twefap	pálíjɛ̌	How	NA
148	Ndanda_Denfap	pálíjé	How	NA
149	Ndanda_Zua	ndàkɔ́	How	NA
150	Goshimjang	ndàkɔ́	How	NA
151	Ndanda_Nyep	kâpɔ̌	Not 	NA
152	Ndanda_Shingou	kâpɔ̌	Not 	NA
153	Ndanda_Ca-a	kâpɔ̌	Not 	NA
154	Ndanda_Meno	kâbɔ̌	Not 	NA
155	Ndanda_Lek	ŋgák	Not 	NA
156	Ndanda_Ngwa	kâpí	Not 	NA
157	Ndanda_Twefap	ŋgǎk	Not 	NA
158	Ndanda_Denfap	ŋgǎk	Not 	NA
159	Ndanda_Zua	ŋgáŋ	Not 	NA
160	Goshimjang	háŋ	Not 	NA
161	Ndanda_Nyep	nzùŋgí áwágá 	All	NA
162	Ndanda_Shingou	nzùŋgí áwágá 	All	NA
163	Ndanda_Ca-a	wǎgálâk 	All	NA
164	Ndanda_Meno	wǎgálâk	All	NA
165	Ndanda_Lek	wáŋ	All	NA
166	Ndanda_Ngwa	lâ wághá	All	NA
167	Ndanda_Twefap	láwǎk	All	NA
168	Ndanda_Denfap	léwɔ̌k	All	NA
169	Ndanda_Zua	ɣáŋ	All	NA
170	Goshimjang	ɣáŋ	All	NA
171	Ndanda_Nyep	tɛ̌ɲɔ́	Many	NA
172	Ndanda_Shingou	bǔwɔ̂ jɔ́	Many	NA
173	Ndanda_Ca-a	ŋgɛ́ jɔ̌	Many	NA
174	Ndanda_Meno	jɔ̌	Many	NA
175	Ndanda_Lek	fə̀ʔjɔ́	Many	NA
176	Ndanda_Ngwa	ì jɔ̌p 	Many	NA
177	Ndanda_Twefap	ɣábé	Many	NA
178	Ndanda_Denfap	jûjûk	Many	NA
179	Ndanda_Zua	jìjɔ̀	Many	NA
180	Goshimjang	jɔ̀jɔ̀	Many	NA
181	Ndanda_Nyep	tʃǎʔzǔk 	Some 	NA
182	Ndanda_Shingou	pǔwɔ́kêp 	Some 	NA
183	Ndanda_Ca-a	tʃǎʔzǔk 	Some 	NA
184	Ndanda_Meno	mɔ̌ʔɔ̌	Some 	NA
185	Ndanda_Lek	mə̀tʃǔŋgɛ́	Some 	NA
186	Ndanda_Ngwa	ndzóŋgǐ	Some 	NA
187	Ndanda_Twefap	ntʃě	Some 	NA
188	Ndanda_Denfap	ntʃě	Some 	NA
189	Ndanda_Zua	búhɔ́ndɔ̀ŋgí 	Some 	NA
190	Goshimjang	ntʃʉ̀ʔntʃʉ̀ʔ	Some 	NA
191	Ndanda_Nyep	kwɔ̌	Few 	NA
192	Ndanda_Shingou	̀mî tɔ̂gɛ̂	Few 	NA
193	Ndanda_Ca-a	̀mî tɔ̂gɛ̂	Few 	NA
194	Ndanda_Meno	mé tʃɔ̌gɔ̌	Few 	NA
195	Ndanda_Lek	mə̀tʃǔŋgɛ́	Few 	NA
196	Ndanda_Ngwa	mé dzwé	Few 	NA
197	Ndanda_Twefap	mɨ̌ ʒé	Few 	NA
198	Ndanda_Denfap	mɨ̌ ʒé	Few 	NA
199	Ndanda_Zua	ntʃʉ̀ʔntʃʉ̀ʔ	Few 	NA
200	Goshimjang	búhɔ́ndɔ̀ŋgí 	Few 	NA
201	Ndanda_Nyep	ntʃǎ	Other	NA
202	Ndanda_Shingou	ntʃǎ	Other	NA
203	Ndanda_Ca-a	pɛ̂ ntʃǎ	Other	NA
204	Ndanda_Meno	ntʃǎ	Other	NA
205	Ndanda_Lek	mə̀tʃǔŋgɛ́	Other	NA
206	Ndanda_Ngwa	pɛ̂ ntʃé	Other	NA
207	Ndanda_Twefap	ntʃé	Other	NA
208	Ndanda_Denfap	ntʃé	Other	NA
209	Ndanda_Zua	mə̀ɲàŋá	Other	NA
210	Goshimjang	mìɲàŋá	Other	NA
211	Ndanda_Nyep	ntʃɨ̂	One 	NA
212	Ndanda_Shingou	ntʃɨ̂	One 	NA
213	Ndanda_Ca-a	ntʃɨ̂	One 	NA
214	Ndanda_Meno	ntʃɨ̂	One 	NA
215	Ndanda_Lek	ntʃʉ̀ʔ	One 	NA
216	Ndanda_Ngwa	ntʃɨ̂	One 	NA
217	Ndanda_Twefap	ntʃɨ̂	One 	NA
218	Ndanda_Denfap	ntʃɨ̂	One 	NA
219	Ndanda_Zua	ntʃʉ̀ʔ	One 	NA
220	Goshimjang	ntʃʉ̀ʔ	Two	NA
221	Ndanda_Nyep	pâ	Two	NA
222	Ndanda_Shingou	pâ	Two	NA
223	Ndanda_Ca-a	pâ	Two	NA
224	Ndanda_Meno	pâ	Two	NA
225	Ndanda_Lek	pá	Two	NA
226	Ndanda_Ngwa	pǔ	Two	NA
227	Ndanda_Twefap	pégɨ̌	Two	NA
228	Ndanda_Denfap	pégɨ̌	Two	NA
229	Ndanda_Zua	bá	Two	NA
230	Goshimjang	bá 	Two	NA
231	Ndanda_Nyep	tí	Three 	NA
232	Ndanda_Shingou	tiɛ̌	Three 	NA
233	Ndanda_Ca-a	tiɛ̌	Three 	NA
234	Ndanda_Meno	tiɛ̌	Three 	NA
235	Ndanda_Lek	tjɛ́	Three 	NA
236	Ndanda_Ngwa	tě	Three 	NA
237	Ndanda_Twefap	tě	Three 	NA
238	Ndanda_Denfap	tě	Three 	NA
239	Ndanda_Zua	té	Three 	NA
240	Goshimjang	té	Three 	NA
241	Ndanda_Nyep	kwɔ̂	Four 	NA
242	Ndanda_Shingou	kwǎ	Four 	NA
243	Ndanda_Ca-a	kwǎ	Four 	NA
244	Ndanda_Meno	kwǎ	Four 	NA
245	Ndanda_Lek	kwà	Four 	NA
246	Ndanda_Ngwa	kwô	Four 	NA
247	Ndanda_Twefap	kwɔ̂	Four 	NA
248	Ndanda_Denfap	kwɔ̂	Four 	NA
249	Ndanda_Zua	kwà	Four 	NA
250	Goshimjang	kwà	Four 	NA
251	Ndanda_Nyep	tǎ	Five 	NA
252	Ndanda_Shingou	tǎ	Five 	NA
253	Ndanda_Ca-a	tǎ	Five 	NA
254	Ndanda_Meno	tǎ	Five 	NA
255	Ndanda_Lek	tà	Five 	NA
256	Ndanda_Ngwa	tɔ̌	Five 	NA
257	Ndanda_Twefap	tɔ̌	Five 	NA
258	Ndanda_Denfap	tɔ̌	Five 	NA
259	Ndanda_Zua	tà 	Five 	NA
260	Goshimjang	tà 	Five 	NA
261	Ndanda_Nyep	ŋgǔʔ	Big 	NA
262	Ndanda_Shingou	míjǎn ŋgɛ́	Big 	NA
263	Ndanda_Ca-a	bûʔu ŋgɛ̌ 	Big 	NA
264	Ndanda_Meno	míjǎn ŋgɛ́	Big 	NA
265	Ndanda_Lek	ŋkɔ̀ŋgɛ̀ 	Big 	NA
266	Ndanda_Ngwa	hǔ	Big 	NA
267	Ndanda_Twefap	mbǔʔhí 	Big 	NA
268	Ndanda_Denfap	hǔ	Big 	NA
269	Ndanda_Zua	húʔ	Big 	NA
270	Goshimjang	ŋkɔ̀ŋgì	Big 	NA
271	Ndanda_Nyep	sǎ 	Long 	NA
272	Ndanda_Shingou	sísíjá ŋgɛ́ 	Long 	NA
273	Ndanda_Ca-a	sâ	Long 	NA
274	Ndanda_Meno	sísíjá ŋgɛ́ 	Long 	NA
275	Ndanda_Lek	sàh 	Long 	NA
276	Ndanda_Ngwa	sâ	Long 	NA
277	Ndanda_Twefap	sêgé ʒê	Long 	NA
278	Ndanda_Denfap	sâ	Long 	NA
279	Ndanda_Zua	sàh	Long 	NA
280	Goshimjang	sàh	Long 	NA
281	Ndanda_Nyep	zɨ̌ʔ	Wide 	NA
282	Ndanda_Shingou	ŋkxé-á 	Wide 	NA
283	Ndanda_Ca-a	ndíndê	Wide 	NA
284	Ndanda_Meno	míjâŋgɛ́	Wide 	NA
285	Ndanda_Lek	ndjɛ̀bə̀ 	Wide 	NA
286	Ndanda_Ngwa	ŋkǐ 	Wide 	NA
287	Ndanda_Twefap	ŋkxɔ̌ 	Wide 	NA
288	Ndanda_Denfap	ŋkxɔ̌ 	Wide 	NA
289	Ndanda_Zua	lígə́sə̀ 	Wide 	NA
290	Goshimjang	lígə́sə̀ 	Wide 	NA
291	Ndanda_Nyep	ŋgǔʔ	Thick	NA
292	Ndanda_Shingou	húʔú	Thick	NA
293	Ndanda_Ca-a	pâp ŋgɛ̌	Thick	NA
294	Ndanda_Meno	nzɛ̌ 	Thick	NA
295	Ndanda_Lek	zɛ̀	Thick	NA
296	Ndanda_Ngwa	húʔ	Thick	NA
297	Ndanda_Twefap	tsî tsɨ̌	Thick	NA
298	Ndanda_Denfap	húʔ	Thick	NA
299	Ndanda_Zua	kìtsìbì 	Thick	NA
300	Goshimjang	húʔ	Thick	NA
301	Ndanda_Nyep	nzǐ 	Heavy 	NA
302	Ndanda_Shingou	nzǐ 	Heavy	NA
303	Ndanda_Ca-a	zɛ̂	Heavy	NA
304	Ndanda_Meno	zɛ̂	Heavy	NA
305	Ndanda_Lek	ŋgɛ́ zɛ̀ 	Heavy	NA
306	Ndanda_Ngwa	zé	Heavy	NA
307	Ndanda_Twefap	ndzǐ 	Heavy	NA
308	Ndanda_Denfap	tsé	Heavy	NA
309	Ndanda_Zua	zì 	Heavy	NA
310	Goshimjang	zɛ̀ 	Heavy	NA
311	Ndanda_Nyep	kwɔ̌ 	Small 	NA
312	Ndanda_Shingou	kwɔ̌ 	Small	NA
313	Ndanda_Ca-a	kwɔ̌ 	Small	NA
314	Ndanda_Meno	kwɔ̌ 	Small	NA
315	Ndanda_Lek	mə̀tʃùʔú 	Small	NA
316	Ndanda_Ngwa	méʒúwé 	Small	NA
317	Ndanda_Twefap	ŋkwɨ̌	Small	NA
318	Ndanda_Denfap	ŋkwɨ̌	Small	NA
319	Ndanda_Zua	kxɔ́ 	Small	NA
320	Goshimjang	ɣɔ́ 	Small	NA
321	Ndanda_Nyep	bvɨ̌ 	Short 	NA
322	Ndanda_Shingou	bvɨ̌ 	Short 	NA
323	Ndanda_Ca-a	kɛ̌bɛ̌ 	Short 	NA
324	Ndanda_Meno	kɛ̌bɛ̌ 	Short 	NA
325	Ndanda_Lek	mə̀tʃùʔú 	Short 	NA
326	Ndanda_Ngwa	kâp 	Short 	NA
327	Ndanda_Twefap	mbvɔ̌ 	Short 	NA
328	Ndanda_Denfap	bvɨ̌ 	Short 	NA
329	Ndanda_Zua	mə̀tɔ́ŋgí 	Short 	NA
330	Goshimjang	kɔ̀bíŋgɛ́ 	Short 	NA
331	Ndanda_Nyep	zɨ́ 	Narrow 	NA
332	Ndanda_Shingou	sɨ́ 	Narrow 	NA
333	Ndanda_Ca-a	sɨ́ 	Narrow 	NA
334	Ndanda_Meno	nwɔ̌ sé 	Narrow 	NA
335	Ndanda_Lek	kə̀ɣéndə̀táŋ	Narrow 	NA
336	Ndanda_Ngwa	kxɨ̌	Narrow 	NA
337	Ndanda_Twefap	ŋkxɨ̌	Narrow 	NA
338	Ndanda_Denfap	ŋúwɔ̀ tsé 	Narrow 	NA
339	Ndanda_Zua	jàŋà 	Narrow 	NA
340	Goshimjang	bjɛ́ 	Narrow 	NA
341	Ndanda_Nyep	níjɛŋ 	Thin 	NA
342	Ndanda_Shingou	tǎ ŋgɛ́ 	Thin 	NA
343	Ndanda_Ca-a	tǎ ŋgɛ́ 	Thin 	NA
344	Ndanda_Meno	ntɔ̌ʔŋgɛ́ 	Thin 	NA
345	Ndanda_Lek	tóhì 	Thin 	NA
346	Ndanda_Ngwa	ɲǎk 	Thin 	NA
347	Ndanda_Twefap	ɲǎk 	Thin 	NA
348	Ndanda_Denfap	krǐ 	Thin 	NA
349	Ndanda_Zua	ndɔ̀ŋgí 	Thin 	NA
350	Goshimjang	tʃàŋgɛ́ 	Thin 	NA
351	Ndanda_Nyep	mɨ̂ʒwí	Woman 	NA
352	Ndanda_Shingou	mɨ̂ʒwí	Woman 	NA
353	Ndanda_Ca-a	mɨ̂ʒwí	Woman 	NA
354	Ndanda_Meno	mɨ̂ʒwí	Woman 	NA
355	Ndanda_Lek	mɨ̂ʒwí	Woman 	NA
356	Ndanda_Ngwa	mɨ̂ʒwí	Woman 	NA
357	Ndanda_Twefap	mɨ̂ʒwí	Woman 	NA
358	Ndanda_Denfap	mɨ̂ʒwí	Woman 	NA
359	Ndanda_Zua	mɨ̂ʒwí	Woman 	NA
360	Goshimjang	mɨ̂ʒwí	Woman 	NA
361	Ndanda_Nyep	mbǎgâ	Man 	NA
362	Ndanda_Shingou	mbǎgâ	Man 	NA
363	Ndanda_Ca-a	mbǎgâ	Man 	NA
364	Ndanda_Meno	mbǎgâ	Man 	NA
365	Ndanda_Lek	mbǎgâ	Man 	NA
366	Ndanda_Ngwa	mbǎgâ	Man 	NA
367	Ndanda_Twefap	mbǎgâ	Man 	NA
368	Ndanda_Denfap	mbǎgâ	Man 	NA
369	Ndanda_Zua	mbǎgâ	Man 	NA
370	Goshimjang	mbǎgâ	Man 	NA
371	Ndanda_Nyep	mɨ̂ntè 	Human 	NA
372	Ndanda_Shingou	mɨ̂ntè 	Human 	NA
373	Ndanda_Ca-a	mɨ̂ntè 	Human 	NA
374	Ndanda_Meno	mɨ̂ntè 	Human 	NA
375	Ndanda_Lek	̀mə̀ntə̀	Human 	NA
376	Ndanda_Ngwa	mɨ̂ntè 	Human 	NA
377	Ndanda_Twefap	mîntɨ̀k	Human 	NA
378	Ndanda_Denfap	mìntè 	Human 	NA
379	Ndanda_Zua	̀mə̀ntə̀	Human 	NA
380	Goshimjang	̀mə̀ntə̀	Human 	NA
381	Ndanda_Nyep	ŋǔ	Child 	NA
382	Ndanda_Shingou	ŋǔ	Child 	NA
383	Ndanda_Ca-a	ŋǔ	Child 	NA
384	Ndanda_Meno	mǔ ǎ	Child 	NA
385	Ndanda_Lek	ŋwɔ́	Child 	NA
386	Ndanda_Ngwa	ŋúwɔ̌	Child 	NA
387	Ndanda_Twefap	ŋǔwɔ̌	Child 	NA
388	Ndanda_Denfap	ŋúwɔ̌	Child 	NA
389	Ndanda_Zua	ŋwɔ́	Child 	NA
390	Goshimjang	ŋwɔ́	Child 	NA
391	Ndanda_Nyep	ɲʒì 	Wife 	NA
392	Ndanda_Shingou	ɲʒǔ	Wife 	NA
393	Ndanda_Ca-a	ɲʒì 	Wife 	NA
394	Ndanda_Meno	ɲʒì 	Wife 	NA
395	Ndanda_Lek	ɲʒwí	Wife 	NA
396	Ndanda_Ngwa	ɲʒì 	Wife 	NA
397	Ndanda_Twefap	dʒwíɛ́	Wife 	NA
398	Ndanda_Denfap	ɲʒì 	Wife 	NA
399	Ndanda_Zua	ɲʒwí	Wife 	NA
400	Goshimjang	ɲʒwí	Wife 	NA
401	Ndanda_Nyep	ndzúwì 	Husband 	NA
402	Ndanda_Shingou	ndzǔ	Husband 	NA
403	Ndanda_Ca-a	ndzǔ	Husband 	NA
404	Ndanda_Meno	ndúwî	Husband 	NA
405	Ndanda_Lek	ndúwi	Husband 	NA
406	Ndanda_Ngwa	ndúwi	Husband 	NA
407	Ndanda_Twefap	dzwɨ̌	Husband 	NA
408	Ndanda_Denfap	dzwɨ̌	Husband 	NA
409	Ndanda_Zua	ndúwî	Husband 	NA
410	Goshimjang	ndzúwì 	Husband 	NA
411	Ndanda_Nyep	mǎ jí 	Mother 	NA
412	Ndanda_Shingou	mû	Mother 	NA
413	Ndanda_Ca-a	mǎmá 	Mother 	NA
414	Ndanda_Meno	mǎmá 	Mother 	NA
415	Ndanda_Lek	má	Mother 	NA
416	Ndanda_Ngwa	mɛ̌	Mother 	NA
417	Ndanda_Twefap	mɛ̌	Mother 	NA
418	Ndanda_Denfap	mɛ̌	Mother 	NA
419	Ndanda_Zua	má	Mother 	NA
420	Goshimjang	má	Mother 	NA
421	Ndanda_Nyep	tǎ jí	Father 	NA
422	Ndanda_Shingou	̀mbâjé	Father 	NA
423	Ndanda_Ca-a	mǎ pá 	Father 	NA
424	Ndanda_Meno	mbâ	Father 	NA
425	Ndanda_Lek	tá	Father 	NA
426	Ndanda_Ngwa	tɛ̌	Father 	NA
427	Ndanda_Twefap	tɛ̌	Father 	NA
428	Ndanda_Denfap	tɛ̌	Father 	NA
429	Ndanda_Zua	tá	Father 	NA
430	Goshimjang	tá	Father 	NA
431	Ndanda_Nyep	nɔ̂	Animal 	NA
432	Ndanda_Shingou	nɔ̂	Animal 	NA
433	Ndanda_Ca-a	nɔ̂	Animal 	NA
434	Ndanda_Meno	nɔ̂	Animal 	NA
