ID	DOCULECT	VALUE	CONCEPT	POS
1604	Ndanda_Meno	díɛ́ 	fog 	NA
1605	Ndanda_Lek	díɛ́ 	fog 	NA
1606	Ndanda_Ngwa	ɣúɣú	fog 	NA
1607	Ndanda_Twefap	lúwì 	fog 	NA
1608	Ndanda_Denfap	lúwì 	fog 	NA
1609	Ndanda_Zua	dʒwɛ̀ 	fog 	NA
1610	Goshimjang	ʒwɛ̀ 	fog 	NA
1611	Ndanda_Nyep	kàɣáménɛ̌p 	Sky 	NA
1612	Ndanda_Shingou	kàɣáménɛ̌p 	Sky 	NA
1613	Ndanda_Ca-a	kàɣáménɛ̌p 	Sky 	NA
1614	Ndanda_Meno	kàɣáménɛ̌p 	Sky 	NA
1615	Ndanda_Lek	ŋkǎmə̀nàm	Sky 	NA
1616	Ndanda_Ngwa	kàɣáménɛ̌p 	Sky 	NA
1617	Ndanda_Twefap	kàɣáménɛ̌p 	Sky 	NA
1618	Ndanda_Denfap	kàɣáménɛ̌m	Sky 	NA
1619	Ndanda_Zua	ŋkǎmə̀ɲə̀m 	Sky 	NA
1620	Goshimjang	ŋkǎmə̀ɲì̀m 	Sky 	NA
1621	Ndanda_Nyep	féfɛ̂	Wind 	NA
1622	Ndanda_Shingou	fɔ̌	Wind 	NA
1623	Ndanda_Ca-a	fɔ̌	Wind 	NA
1624	Ndanda_Meno	féfɛ̂	Wind 	NA
1625	Ndanda_Lek	fɔ́h 	Wind 	NA
1626	Ndanda_Ngwa	fíjɔ̌	Wind 	NA
1627	Ndanda_Twefap	féfɛ̂	Wind 	NA
1628	Ndanda_Denfap	féfɛ̂	Wind 	NA
1629	Ndanda_Zua	fɔ́h 	Wind 	NA
1630	Goshimjang	fɔ́h 	Wind 	NA
1631	Ndanda_Nyep	ŋɨ̂p 	snow 	NA
1632	Ndanda_Shingou	díɛ́ kwǐt 	snow 	NA
1633	Ndanda_Ca-a	díɛ́ kwǐt 	snow 	NA
1634	Ndanda_Meno	díɛ́ kwǐt 	snow 	NA
1635	Ndanda_Lek	dzwɛ̀	snow 	NA
1636	Ndanda_Ngwa	ŋúwɔ́ mbɨ̀ŋ 	snow 	NA
1637	Ndanda_Twefap	ŋúwɔ́ mbɨ̀ŋ 	snow 	NA
1638	Ndanda_Denfap	ŋúwɔ́ mbɨ̀ŋ 	snow 	NA
1639	Ndanda_Zua	fùfùmbə̀ŋ	snow 	NA
1640	Goshimjang	ntɔ́ɲɛ̀ 	snow 	NA
1641	Ndanda_Nyep	ŋɨ̂p 	Ice 	NA
1642	Ndanda_Shingou	ntɔ̌ŋíɛ́ 	Ice	NA
1643	Ndanda_Ca-a	ɲíɛ́ mbɨn 	Ice	NA
1644	Ndanda_Meno	ɲíɛ́ mbɨn 	Ice	NA
1645	Ndanda_Lek	ɲɛ̀ 	Ice	NA
1646	Ndanda_Ngwa	ŋúwɔ́ mbɨ̀ŋ 	Ice	NA
1647	Ndanda_Twefap	ŋúwɔ́ mbɨ̀ŋ 	Ice	NA
1648	Ndanda_Denfap	ŋúwɔ́ mbɨ̀ŋ 	Ice	NA
1649	Ndanda_Zua	ɲɛ̀ 	Ice	NA
1650	Goshimjang	ɲɛ̀ 	Ice	NA
1651	Ndanda_Nyep	nzɨ̌mǔ	Smoke 	NA
1652	Ndanda_Shingou	nzɨ̌mǔ	Smoke 	NA
1653	Ndanda_Ca-a	nzɨ̌mǔ	Smoke 	NA
1654	Ndanda_Meno	nzɨ̌mǔ	Smoke 	NA
1655	Ndanda_Lek	nzə́mú 	Smoke 	NA
1656	Ndanda_Ngwa	nzɨ mǒ	Smoke 	NA
1657	Ndanda_Twefap	nzə́mǔ	Smoke 	NA
1658	Ndanda_Denfap	nzɨ mǒ	Smoke 	NA
1659	Ndanda_Zua	ndzə́mú 	Smoke 	NA
1660	Goshimjang	nzə́mú 	Smoke 	NA
1661	Ndanda_Nyep	mǔ 	Fire 	NA
1662	Ndanda_Shingou	mǔ 	Fire	NA
1663	Ndanda_Ca-a	mǔ 	Fire	NA
1664	Ndanda_Meno	mǔ 	Fire	NA
1665	Ndanda_Lek	múh 	Fire	NA
1666	Ndanda_Ngwa	mǔ 	Fire	NA
1667	Ndanda_Twefap	mǔ 	Fire	NA
1668	Ndanda_Denfap	mǒ	Fire	NA
1669	Ndanda_Zua	múh 	Fire	NA
1670	Goshimjang	múh 	Fire	NA
1671	Ndanda_Nyep	bvɔ́mǔ	Ash 	NA
1672	Ndanda_Shingou	bvɨ̌mǔ	Ash 	NA
1673	Ndanda_Ca-a	bvɔ́mǔ	Ash 	NA
1674	Ndanda_Meno	bvɨ̌mǔ	Ash 	NA
1675	Ndanda_Lek	ɱvúmúh 	Ash 	NA
1676	Ndanda_Ngwa	bvɨ̌mǒ	Ash 	NA
1677	Ndanda_Twefap	bvɨ̌mǔ	Ash 	NA
1678	Ndanda_Denfap	bvɨ̌mǒ	Ash 	NA
1679	Ndanda_Zua	ɱvúmúh	Ash 	NA
1680	Goshimjang	ɱvúmúh	Ash 	NA
1681	Ndanda_Nyep	ntǔ	to burn 	NA
1682	Ndanda_Shingou	túwɔ̌	to burn 	NA
1683	Ndanda_Ca-a	ntʃǔ	to burn 	NA
1684	Ndanda_Meno	tíjɨ̌ 	to burn 	NA
1685	Ndanda_Lek	nə̀ tùɣə̀	to burn 	NA
1686	Ndanda_Ngwa	túwǒ	to burn 	NA
1687	Ndanda_Twefap	ntǔgé 	to burn 	NA
1688	Ndanda_Denfap	túwǒ	to burn 	NA
1689	Ndanda_Zua	ndì tùɣə̀	to burn 	NA
1690	Goshimjang	nì tùɣə̀	to burn 	NA
1691	Ndanda_Nyep	mɛ̌ʒé 	Road 	NA
1692	Ndanda_Shingou	mɛ̌zî	Road 	NA
1693	Ndanda_Ca-a	mɛ̌zé 	Road 	NA
1694	Ndanda_Meno	mǎzé 	Road 	NA
1695	Ndanda_Lek	mâzə̀	Road 	NA
1696	Ndanda_Ngwa	mɨ̌nʒé	Road 	NA
1697	Ndanda_Twefap	mɨ̌nʒé	Road 	NA
1698	Ndanda_Denfap	mɨ̌nʒé	Road 	NA
1699	Ndanda_Zua	mâzə̀	Road 	NA
1700	Goshimjang	mâzə̀	Road 	NA
1701	Ndanda_Nyep	nkɔ̌	Mountain 	NA
1702	Ndanda_Shingou	nkɔ̌	Mountain 	NA
1703	Ndanda_Ca-a	nkɔ̌	Mountain 	NA
1704	Ndanda_Meno	twîdî	Mountain 	NA
1705	Ndanda_Lek	kɔ́ŋ	Mountain 	NA
1706	Ndanda_Ngwa	kúwǒ	Mountain 	NA
1707	Ndanda_Twefap	kɨ̂kɔ̂k 	Mountain 	NA
1708	Ndanda_Denfap	kxɔ̂	Mountain 	NA
1709	Ndanda_Zua	kɔ́ŋ	Mountain 	NA
1710	Goshimjang	mbɛ̀lɛ̀ 	Mountain 	NA
1711	Ndanda_Nyep	mbǎk 	Red	NA
1712	Ndanda_Shingou	pâkpâk 	Red	NA
1713	Ndanda_Ca-a	pâk 	Red	NA
1714	Ndanda_Meno	pâk 	Red	NA
1715	Ndanda_Lek	pàŋ	Red	NA
1716	Ndanda_Ngwa	pâk 	Red	NA
1717	Ndanda_Twefap	pâk 	Red	NA
1718	Ndanda_Denfap	pâk 	Red	NA
1719	Ndanda_Zua	bàŋ	Red	NA
1720	Goshimjang	bàŋ	Red	NA
1721	Ndanda_Nyep	lɨ́gɨ̌ lɨ́gɨ̌ 	Green 	NA
1722	Ndanda_Shingou	lɨ́gɨ̌ lɨ́gɨ̌ 	Green 	NA
1723	Ndanda_Ca-a	níɲɛ̀p fǐ	Green 	NA
1724	Ndanda_Meno	nûjɛ̌nûjɛ̌	Green 	NA
1725	Ndanda_Lek	ŋwaʔwaʔ	Green 	NA
1726	Ndanda_Ngwa	niɲɛkɣǔ	Green 	NA
1727	Ndanda_Twefap	niɲɛkɣǔ	Green 	NA
1728	Ndanda_Denfap	niɲɛkɣǔ	Green 	NA
1729	Ndanda_Zua	ɲìɲàfí	Green 	NA
1730	Goshimjang	ɲwɛ̀ʔɲwɛ̀ʔ	Green 	NA
1731	Ndanda_Nyep	ŋwaʔŋwaʔ	Yellow 	NA
1732	Ndanda_Shingou	ŋwaʔŋwaʔ	Yellow 	NA
1733	Ndanda_Ca-a	ŋwaʔŋwaʔ	Yellow 	NA
1734	Ndanda_Meno	ŋwaʔŋwaʔ	Yellow 	NA
1735	Ndanda_Lek	ŋwaʔŋwaʔ	Yellow 	NA
1736	Ndanda_Ngwa	ŋwaʔŋwaʔ	Yellow 	NA
1737	Ndanda_Twefap	ŋwaʔŋwaʔ	Yellow 	NA
1738	Ndanda_Denfap	ŋwaʔŋwaʔ	Yellow 	NA
1739	Ndanda_Zua	ŋwaʔwaʔ	Yellow 	NA
1740	Goshimjang	ɲwɛ̀ʔɲwɛ̀ʔ	Yellow 	NA
1741	Ndanda_Nyep	fɨ̌tɛ̌p 	White 	NA
1742	Ndanda_Shingou	fíjɨ́ tɛ̌p 	White 	NA
1743	Ndanda_Ca-a	fɨ̌tɛ̌p 	White 	NA
1744	Ndanda_Meno	fɨ̌tɛ̌p 	White 	NA
1745	Ndanda_Lek	fə́tə́p 	White 	NA
1746	Ndanda_Ngwa	fɨ̌tǎp	White 	NA
1747	Ndanda_Twefap	fɨ̌tǎp	White 	NA
1748	Ndanda_Denfap	fɨ́ 	White 	NA
1749	Ndanda_Zua	fʉ́tə́p 	White 	NA
1750	Goshimjang	fə́tə́p 	White 	NA
1751	Ndanda_Nyep	sísɨ́	Black 	NA
1752	Ndanda_Shingou	sǐsɨ̌	Black 	NA
1753	Ndanda_Ca-a	sísɨ̌	Black 	NA
1754	Ndanda_Meno	sǐsɨ̌	Black 	NA
1755	Ndanda_Lek	sɨsə́ 	Black 	NA
1756	Ndanda_Ngwa	tse tse 	Black 	NA
1757	Ndanda_Twefap	sísɨ̌	Black 	NA
1758	Ndanda_Denfap	ʃíʃé	Black 	NA
1759	Ndanda_Zua	sɨsə́ 	Black 	NA
1760	Goshimjang	sɨsə́ 	Black 	NA
1761	Ndanda_Nyep	tsû	Night 	NA
1762	Ndanda_Shingou	tsǔ	Night 	NA
1763	Ndanda_Ca-a	tsǔ	Night 	NA
1764	Ndanda_Meno	tsǔ	Night 	NA
1765	Ndanda_Lek	súʔ	Night 	NA
1766	Ndanda_Ngwa	tsǔ	Night 	NA
1767	Ndanda_Twefap	tsǔ	Night 	NA
1768	Ndanda_Denfap	ntʃítsé 	Night 	NA
1769	Ndanda_Zua	súʔ	Night 	NA
1770	Goshimjang	súʔ	Night 	NA
1771	Ndanda_Nyep	mǔtʃúwɔ̌	Day 	NA
1772	Ndanda_Shingou	mǔtʃúwɔ̌	Day 	NA
1773	Ndanda_Ca-a	mǔtʃúwɔ̌	Day 	NA
1774	Ndanda_Meno	mǔtʃúwɔ̌	Day 	NA
1775	Ndanda_Lek	mùʃɔ̀	Day 	NA
1776	Ndanda_Ngwa	mǔtʃúwɔ̌	Day 	NA
1777	Ndanda_Twefap	mǔtîp 	Day 	NA
1778	Ndanda_Denfap	môtʃɨ̌	Day 	NA
1779	Ndanda_Zua	mùtʃɔ̀	Day 	NA
1780	Goshimjang	múʃɔ̀	Day 	NA
1781	Ndanda_Nyep	ŋgûʔú nzɔ̌	Year 	NA
1782	Ndanda_Shingou	ŋgûʔú nzɔ̌	Year 	NA
1783	Ndanda_Ca-a	ŋgûʔú nzɔ̌	Year 	NA
1784	Ndanda_Meno	ŋgûʔú nzɔ̌	Year 	NA
1785	Ndanda_Lek	ŋgùʔù nzɔ́ 	Year 	NA
1786	Ndanda_Ngwa	ŋgǔʔ	Year 	NA
1787	Ndanda_Twefap	ŋgǔ dɨ̌k	Year 	NA
1788	Ndanda_Denfap	ŋgǔ dzɨ̌	Year 	NA
1789	Ndanda_Zua	ŋgùʔù nzɔ́ 	Year 	NA
1790	Goshimjang	ŋgùʔù nzɔ́ 	Year 	NA
1791	Ndanda_Nyep	nděp 	Warm 	NA
1792	Ndanda_Shingou	nděp 	Warm 	NA
1793	Ndanda_Ca-a	nděp 	Warm 	NA
1794	Ndanda_Meno	ndɨ̌p 	Warm 	NA
1795	Ndanda_Lek	ndèp 	Warm 	NA
1796	Ndanda_Ngwa	nděp 	Warm 	NA
1797	Ndanda_Twefap	ntǔgé 	Warm 	NA
1798	Ndanda_Denfap	ndɨ̌p 	Warm 	NA
1799	Ndanda_Zua	ndzìp	Warm 	NA
1800	Goshimjang	ndìp 	Warm 	NA
1801	Ndanda_Nyep	fɔ̌	Cold 	NA
1802	Ndanda_Shingou	fɔ̌	Cold 	NA
1803	Ndanda_Ca-a	fí	Cold 	NA
1804	Ndanda_Meno	fɔ̌	Cold 	NA
1805	Ndanda_Lek	fɔ́h 	Cold 	NA
1806	Ndanda_Ngwa	ɣú	Cold 	NA
1807	Ndanda_Twefap	ɣú	Cold 	NA
1808	Ndanda_Denfap	ɣú	Cold 	NA
1809	Ndanda_Zua	fɔ́h 	Cold 	NA
1810	Goshimjang	fɔ́h 	Cold 	NA
1811	Ndanda_Nyep	ndúhǔ	Full 	NA
1812	Ndanda_Shingou	lúhǔ	Full 	NA
1813	Ndanda_Ca-a	lúhǔ	Full 	NA
1814	Ndanda_Meno	ndúhǔ	Full 	NA
1815	Ndanda_Lek	lúhú	Full 	NA
1816	Ndanda_Ngwa	lǒ	Full 	NA
1817	Ndanda_Twefap	ndúhǔ	Full 	NA
1818	Ndanda_Denfap	lúhǔ	Full 	NA
1819	Ndanda_Zua	lúhú	Full 	NA
1820	Goshimjang	lúhú 	Full 	NA
1821	Ndanda_Nyep	jǐ súwɨ̌	New 	NA
1822	Ndanda_Shingou	jǐ súwɨ̌	New 	NA
1823	Ndanda_Ca-a	jǐ súwɨ̌	New 	NA
1824	Ndanda_Meno	jǐ súwɨ̌	New 	NA
1825	Ndanda_Lek	sú	New 	NA
1826	Ndanda_Ngwa	swɔ̌	New 	NA
1827	Ndanda_Twefap	súwɨ̌	New 	NA
1828	Ndanda_Denfap	súwɨ̌	New 	NA
1829	Ndanda_Zua	swə́	New 	NA
1830	Goshimjang	sú 	New 	NA
1831	Ndanda_Nyep	zû	Old 	NA
1832	Ndanda_Shingou	zû	Old 	NA
1833	Ndanda_Ca-a	nzǔ	Old 	NA
1834	Ndanda_Meno	zû	Old 	NA
1835	Ndanda_Lek	nzɔ̀	Old 	NA
1836	Ndanda_Ngwa	nzwɛ̌	Old 	NA
1837	Ndanda_Twefap	bvɨ̌gé	Old 	NA
1838	Ndanda_Denfap	dzúmé	Old 	NA
1839	Ndanda_Zua	ndzùŋgí	Old 	NA
1840	Goshimjang	mbámbìhì 	Old 	NA
1841	Ndanda_Nyep	ŋgɛ́ pɔ̂k 	Good 	NA
1842	Ndanda_Shingou	ŋgɛ́ pɔ̂k	Good 	NA
1843	Ndanda_Ca-a	ŋgɛ́ pɔ̂k	Good 	NA
1844	Ndanda_Meno	mbɔ̌k 	Good 	NA
1845	Ndanda_Lek	pɔ̀ŋ	Good 	NA
1846	Ndanda_Ngwa	pwô	Good 	NA
1847	Ndanda_Twefap	bvɔ̌k 	Good 	NA
1848	Ndanda_Denfap	púwɔ̂k 	Good 	NA
1849	Ndanda_Zua	 bɔ̀ŋ	Good	NA
1850	Goshimjang	bɔ̀ŋ	Good	NA
1851	Ndanda_Nyep	ŋgɛ́ piijɨ̌	Bad	NA
1852	Ndanda_Shingou	ŋgɛ́ piijɨ̌	Bad	NA
1853	Ndanda_Ca-a	ŋgɛ́ pɨ̌	Bad	NA
1854	Ndanda_Meno	mbǒ	Bad	NA
1855	Ndanda_Lek	kə̀ pɔ̀ŋ	Bad	NA
1856	Ndanda_Ngwa	pɨ̌	Bad	NA
1857	Ndanda_Twefap	mbɔ̌	Bad	NA
1858	Ndanda_Denfap	pɨ̌	Bad	NA
1859	Ndanda_Zua	kə̀ bɔ̀ŋ	Bad	NA
1860	Goshimjang	kì bɔ̀ŋ 	Bad	NA
1861	Ndanda_Nyep	mbǐ	Rotten 	NA
1862	Ndanda_Shingou	pî	Rotten 	NA
1863	Ndanda_Ca-a	ŋgɛ́ pí 	Rotten 	NA
1864	Ndanda_Meno	mbǐ	Rotten 	NA
1865	Ndanda_Lek	ŋgə́ pì	Rotten 	NA
1866	Ndanda_Ngwa	pfó	Rotten 	NA
1867	Ndanda_Twefap	mbvǔ 	Rotten 	NA
1868	Ndanda_Denfap	pfú	Rotten 	NA
1869	Ndanda_Zua	bí	Rotten 	NA
1870	Goshimjang	sɔ́	Rotten 	NA
1871	Ndanda_Nyep	dôtî	Dirty 	NA
1872	Ndanda_Shingou	dôtî	Dirty 	NA
1873	Ndanda_Ca-a	dôtî	Dirty 	NA
1874	Ndanda_Meno	dôtî	Dirty 	NA
1875	Ndanda_Lek	lòtsì 	Dirty 	NA
1876	Ndanda_Ngwa	dôtî	Dirty 	NA
1877	Ndanda_Twefap	ʃǐp	Dirty 	NA
1878	Ndanda_Denfap	fɨ̀p	Dirty 	NA
1879	Ndanda_Zua	lòtsì 	Dirty	NA
1880	Goshimjang	lòtsì 	Dirty	NA
1881	Ndanda_Nyep	ndɨ́ŋ ndék 	Straight 	NA
1882	Ndanda_Shingou	ndɨ́ŋ ndék 	Straight 	NA
1883	Ndanda_Ca-a	ndɨ́ŋ ndék 	Straight 	NA
1884	Ndanda_Meno	ndɨ́ŋ ndék 	Straight 	NA
1885	Ndanda_Lek	ndə̀ŋ ndə̀ŋ 	Straight 	NA
1886	Ndanda_Ngwa	nděk 	Straight 	NA
1887	Ndanda_Twefap	ndɔ̌ ndɔ̌k 	Straight 	NA
1888	Ndanda_Denfap	ndɔ̌ ndɔ̌k 	Straight 	NA
1889	Ndanda_Zua	ndə̀ŋ ndə̀ŋ 	Straight 	NA
1890	Goshimjang	ndə̀ŋ ndə̀ŋ 	Straight 	NA
1891	Ndanda_Nyep	ŋgɛ́ zíbé 	Round 	NA
1892	Ndanda_Shingou	ŋgɛ́ zíbé 	Round 	NA
1893	Ndanda_Ca-a	zíjɛ́bɛ̌ 	Round 	NA
1894	Ndanda_Meno	ŋɛ̌rɛ̌	Round 	NA
1895	Ndanda_Lek	ŋgə́ zìŋə̀	Round 	NA
1896	Ndanda_Ngwa	ndzǐbé 	Round 	NA
1897	Ndanda_Twefap	ndzǐbé 	Round 	NA
1898	Ndanda_Denfap	tsébé 	Round 	NA
1899	Ndanda_Zua	túʔŋgí 	Round 	NA
1900	Goshimjang	tǔŋgɛ́ 	Round 	NA
1901	Ndanda_Nyep	ʃúwɔ́ 	Sharp 	NA
1902	Ndanda_Shingou	ʃúwɔ́ 	Sharp 	NA
1903	Ndanda_Ca-a	ʃɔ̌	Sharp 	NA
1904	Ndanda_Meno	ʃɔ̌	Sharp 	NA
1905	Ndanda_Lek	ʃɔ́ʔɔ́	Sharp 	NA
1906	Ndanda_Ngwa	tʃíjé	Sharp 	NA
1907	Ndanda_Twefap	ntʃê 	Sharp 	NA
1908	Ndanda_Denfap	ntʃíwɔ̌	Sharp 	NA
1909	Ndanda_Zua	tʃɔ́ʔɔ́	Sharp 	NA
1910	Goshimjang	ʃɔ́ʔɔ́	Sharp 	NA
1911	Ndanda_Nyep	ŋgɛ́ mɨ̌sé	Dull 	NA
1912	Ndanda_Shingou	dɔ̌ŋ ʒɛ̌p 	Dull 	NA
1913	Ndanda_Ca-a	dɔ̌ŋ ʒɛ̌p 	Dull 	NA
1914	Ndanda_Meno	nǔʔ	Dull 	NA
1915	Ndanda_Lek	ŋgə́pɲí	Dull 	NA
1916	Ndanda_Ngwa	mǎʔɲije	Dull 	NA
1917	Ndanda_Twefap	mǎʔɲijǎ	Dull 	NA
1918	Ndanda_Denfap	fíp 	Dull 	NA
1919	Ndanda_Zua	ŋgə́tní	Dull 	NA
1920	Goshimjang	ŋgə́pɲí	Dull 	NA
1921	Ndanda_Nyep	sɨ̂k	Smooth 	NA
1922	Ndanda_Shingou	díɛ̂	Smooth 	NA
1923	Ndanda_Ca-a	sɨ̂k	Smooth 	NA
1924	Ndanda_Meno	lǎ	Smooth 	NA
1925	Ndanda_Lek	tsírí 	Smooth 	NA
1926	Ndanda_Ngwa	tíjɛ̌	Smooth 	NA
1927	Ndanda_Twefap	tíjɛ̌	Smooth 	NA
1928	Ndanda_Denfap	tíjɛ̀	Smooth 	NA
1929	Ndanda_Zua	tʃòhò	Smooth 	NA
1930	Goshimjang	sɨ̀ŋ 	Smooth 	NA
1931	Ndanda_Nyep	mǐʔʃə̂ ŋǐm	Wet 	NA
1932	Ndanda_Shingou	nsé ní 	Wet 	NA
1933	Ndanda_Ca-a	lǐk 	Wet 	NA
1934	Ndanda_Meno	nɔ̌k 	Wet 	NA
1935	Ndanda_Lek	ŋgə́ fì	Wet 	NA
1936	Ndanda_Ngwa	ŋû	Wet 	NA
1937	Ndanda_Twefap	ɣǔ	Wet 	NA
1938	Ndanda_Denfap	ɲǔd	Wet 	NA
1939	Ndanda_Zua	ŋgí fí	Wet 	NA
1940	Goshimjang	ɲwɛ̀	Wet 	NA
1941	Ndanda_Nyep	jɨ̌p 	Dry 	NA
1942	Ndanda_Shingou	jɨ̌p 	Dry 	NA
1943	Ndanda_Ca-a	jɨ̌p 	Dry 	NA
1944	Ndanda_Meno	ndʒǎhǎ	Dry 	NA
1945	Ndanda_Lek	ŋgə́ jíp	Dry 	NA
1946	Ndanda_Ngwa	ʒǐp	Dry 	NA
1947	Ndanda_Twefap	ndʒǐp	Dry 	NA
1948	Ndanda_Denfap	ʒǐp	Dry 	NA
1949	Ndanda_Zua	ʒíp	Dry 	NA
1950	Goshimjang	ʒíp	Dry 	NA
1951	Ndanda_Nyep	nínáhǎ 	Right 	NA
1952	Ndanda_Shingou	nínáhǎ 	Right 	NA
1953	Ndanda_Ca-a	nénáhǎ 	Right 	NA
1954	Ndanda_Meno	nénáhá 	Right 	NA
1955	Ndanda_Lek	fùtʃɔ̀p	Right 	NA
1956	Ndanda_Ngwa	néně	Right 	NA
1957	Ndanda_Twefap	nénɨ̌k 	Right 	NA
1958	Ndanda_Denfap	néní 	Right 	NA
1959	Ndanda_Zua	búndzìp	Right 	NA
1960	Goshimjang	búndíp 	Right 	NA
1961	Ndanda_Nyep	mbɨ́gɨ́	Near 	NA
1962	Ndanda_Shingou	mbɨ́gɨ́	Near 	NA
1963	Ndanda_Ca-a	mbɨ́gɨ́	Near 	NA
1964	Ndanda_Meno	nia	Near 	NA
1965	Ndanda_Lek	mbə̀ŋə̀ ŋgɛ́	Near 	NA
1966	Ndanda_Ngwa	mbɨ̌k 	Near 	NA
1967	Ndanda_Twefap	mbɔ̌k 	Near 	NA
1968	Ndanda_Denfap	mbɨ̌k 	Near 	NA
1969	Ndanda_Zua	mbə̀ŋə̀	Near 	NA
1970	Goshimjang	mbə̀ŋə̀ 	Near 	NA
1971	Ndanda_Nyep	sísíjɔ̂ 	Far 	NA
1972	Ndanda_Shingou	sâ	Far 	NA
1973	Ndanda_Ca-a	sísɨ́ jɔ̂	Far 	NA
1974	Ndanda_Meno	sâ	Far 	NA
1975	Ndanda_Lek	sísɨ́ jɔ̂	Far 	NA
1976	Ndanda_Ngwa	sǎ	Far 	NA
1977	Ndanda_Twefap	bvɔ̌tsé 	Far 	NA
1978	Ndanda_Denfap	sísɨ́ jɔ̂	Far 	NA
1979	Ndanda_Zua	ʃìʃà	Far 	NA
1980	Goshimjang	ʃìʃà	Far 	NA
1981	Ndanda_Nyep	lɨ̂p bé 	Right 	NA
1982	Ndanda_Shingou	lɨ̂p bé 	Right 	NA
1983	Ndanda_Ca-a	lɨ̂p bé 	Right 	NA
1984	Ndanda_Meno	lɨ̂p bé 	Right 	NA
1985	Ndanda_Lek	púndə̀tàŋ 	Right 	NA
1986	Ndanda_Ngwa	ték 	Right 	NA
1987	Ndanda_Twefap	̀wɔ̌k lɨ̂p 	Right 	NA
1988	Ndanda_Denfap	̀wɔ̌k lɨ̂p	Right 	NA
1989	Ndanda_Zua	ndíp	Right 	NA
1990	Goshimjang	ndíp	Right 	NA
1991	Ndanda_Nyep	tʃúwɔ̌bé	Left 	NA
1992	Ndanda_Shingou	tʃɔ̌bɔ̌	Left 	NA
1993	Ndanda_Ca-a	tʃɔ̌bɔ̌	Left 	NA
1994	Ndanda_Meno	tʃɔ̌bɔ̌	Left 	NA
1995	Ndanda_Lek	púkwìp	Left 	NA
1996	Ndanda_Ngwa	kxé	Left 	NA
1997	Ndanda_Twefap	wɔ̌kyûp	Left 	NA
1998	Ndanda_Denfap	wɔ̌kyûp	Left 	NA
1999	Ndanda_Zua	bútʃòbə̀ 	Left 	NA
2000	Goshimjang	ʃɛ̀bì 	Left 	NA